season,round,driver,driver_points_after_race,driver_wins_after_race,driver_standings_pos_after_race,driver_points,driver_wins,driver_standings_pos
2014,1,rosberg,25.0,1,1,0.0,0.0,0.0
2014,1,kevin_magnussen,18.0,0,2,0.0,0.0,0.0
2014,1,button,15.0,0,3,0.0,0.0,0.0
2014,1,alonso,12.0,0,4,0.0,0.0,0.0
2014,1,bottas,10.0,0,5,0.0,0.0,0.0
2014,1,hulkenberg,8.0,0,6,0.0,0.0,0.0
2014,1,raikkonen,6.0,0,7,0.0,0.0,0.0
2014,1,vergne,4.0,0,8,0.0,0.0,0.0
2014,1,kvyat,2.0,0,9,0.0,0.0,0.0
2014,1,perez,1.0,0,10,0.0,0.0,0.0
2014,1,sutil,0.0,0,11,0.0,0.0,0.0
2014,1,gutierrez,0.0,0,12,0.0,0.0,0.0
2014,1,chilton,0.0,0,13,0.0,0.0,0.0
2014,1,jules_bianchi,0.0,0,14,0.0,0.0,0.0
2014,1,grosjean,0.0,0,15,0.0,0.0,0.0
2014,1,maldonado,0.0,0,16,0.0,0.0,0.0
2014,1,ericsson,0.0,0,17,0.0,0.0,0.0
2014,1,vettel,0.0,0,18,0.0,0.0,0.0
2014,1,hamilton,0.0,0,19,0.0,0.0,0.0
2014,1,massa,0.0,0,20,0.0,0.0,0.0
2014,1,kobayashi,0.0,0,21,0.0,0.0,0.0
2014,1,ricciardo,0.0,0,22,0.0,0.0,0.0
2014,2,rosberg,43.0,1,1,25.0,1.0,1.0
2014,2,hamilton,25.0,1,2,0.0,0.0,19.0
2014,2,alonso,24.0,0,3,12.0,0.0,4.0
2014,2,button,23.0,0,4,15.0,0.0,3.0
2014,2,kevin_magnussen,20.0,0,5,18.0,0.0,2.0
2014,2,hulkenberg,18.0,0,6,8.0,0.0,6.0
2014,2,vettel,15.0,0,7,0.0,0.0,18.0
2014,2,bottas,14.0,0,8,10.0,0.0,5.0
2014,2,raikkonen,6.0,0,9,6.0,0.0,7.0
2014,2,massa,6.0,0,10,0.0,0.0,20.0
2014,2,vergne,4.0,0,11,4.0,0.0,8.0
2014,2,kvyat,3.0,0,12,2.0,0.0,9.0
2014,2,perez,1.0,0,13,1.0,0.0,10.0
2014,2,grosjean,0.0,0,14,0.0,0.0,15.0
2014,2,sutil,0.0,0,15,0.0,0.0,11.0
2014,2,gutierrez,0.0,0,16,0.0,0.0,12.0
2014,2,chilton,0.0,0,17,0.0,0.0,13.0
2014,2,kobayashi,0.0,0,18,0.0,0.0,21.0
2014,2,ericsson,0.0,0,19,0.0,0.0,17.0
2014,2,jules_bianchi,0.0,0,20,0.0,0.0,14.0
2014,2,maldonado,0.0,0,21,0.0,0.0,16.0
2014,2,ricciardo,0.0,0,22,0.0,0.0,22.0
2014,3,rosberg,61.0,1,1,43.0,1.0,1.0
2014,3,hamilton,50.0,2,2,25.0,1.0,2.0
2014,3,hulkenberg,28.0,0,3,18.0,0.0,6.0
2014,3,alonso,26.0,0,4,24.0,0.0,3.0
2014,3,button,23.0,0,5,23.0,0.0,4.0
2014,3,vettel,23.0,0,6,15.0,0.0,7.0
2014,3,kevin_magnussen,20.0,0,7,20.0,0.0,5.0
2014,3,bottas,18.0,0,8,14.0,0.0,8.0
2014,3,perez,16.0,0,9,1.0,0.0,13.0
2014,3,ricciardo,12.0,0,10,0.0,0.0,22.0
2014,3,massa,12.0,0,11,6.0,0.0,10.0
2014,3,raikkonen,7.0,0,12,6.0,0.0,9.0
2014,3,vergne,4.0,0,13,4.0,0.0,11.0
2014,3,kvyat,3.0,0,14,3.0,0.0,12.0
2014,3,grosjean,0.0,0,15,0.0,0.0,14.0
2014,3,sutil,0.0,0,16,0.0,0.0,15.0
2014,3,gutierrez,0.0,0,17,0.0,0.0,16.0
2014,3,chilton,0.0,0,18,0.0,0.0,17.0
2014,3,kobayashi,0.0,0,19,0.0,0.0,18.0
2014,3,maldonado,0.0,0,20,0.0,0.0,21.0
2014,3,ericsson,0.0,0,21,0.0,0.0,19.0
2014,3,jules_bianchi,0.0,0,22,0.0,0.0,20.0
2014,4,rosberg,79.0,1,1,61.0,1.0,1.0
2014,4,hamilton,75.0,3,2,50.0,2.0,2.0
2014,4,alonso,41.0,0,3,26.0,0.0,4.0
2014,4,hulkenberg,36.0,0,4,28.0,0.0,3.0
2014,4,vettel,33.0,0,5,23.0,0.0,6.0
2014,4,ricciardo,24.0,0,6,12.0,0.0,10.0
2014,4,bottas,24.0,0,7,18.0,0.0,8.0
2014,4,button,23.0,0,8,23.0,0.0,5.0
2014,4,kevin_magnussen,20.0,0,9,20.0,0.0,7.0
2014,4,perez,18.0,0,10,16.0,0.0,9.0
2014,4,massa,12.0,0,11,12.0,0.0,11.0
2014,4,raikkonen,11.0,0,12,7.0,0.0,12.0
2014,4,vergne,4.0,0,13,4.0,0.0,13.0
2014,4,kvyat,4.0,0,14,3.0,0.0,14.0
2014,4,grosjean,0.0,0,15,0.0,0.0,15.0
2014,4,sutil,0.0,0,16,0.0,0.0,16.0
2014,4,gutierrez,0.0,0,17,0.0,0.0,17.0
2014,4,chilton,0.0,0,18,0.0,0.0,18.0
2014,4,kobayashi,0.0,0,19,0.0,0.0,19.0
2014,4,maldonado,0.0,0,20,0.0,0.0,20.0
2014,4,ericsson,0.0,0,21,0.0,0.0,21.0
2014,4,jules_bianchi,0.0,0,22,0.0,0.0,22.0
2014,5,hamilton,100.0,4,1,75.0,3.0,2.0
2014,5,rosberg,97.0,1,2,79.0,1.0,1.0
2014,5,alonso,49.0,0,3,41.0,0.0,3.0
2014,5,vettel,45.0,0,4,33.0,0.0,5.0
2014,5,ricciardo,39.0,0,5,24.0,0.0,6.0
2014,5,hulkenberg,37.0,0,6,36.0,0.0,4.0
2014,5,bottas,34.0,0,7,24.0,0.0,7.0
2014,5,button,23.0,0,8,23.0,0.0,8.0
2014,5,kevin_magnussen,20.0,0,9,20.0,0.0,9.0
2014,5,perez,20.0,0,10,18.0,0.0,10.0
2014,5,raikkonen,17.0,0,11,11.0,0.0,12.0
2014,5,massa,12.0,0,12,12.0,0.0,11.0
2014,5,grosjean,4.0,0,13,0.0,0.0,15.0
2014,5,vergne,4.0,0,14,4.0,0.0,13.0
2014,5,kvyat,4.0,0,15,4.0,0.0,14.0
2014,5,sutil,0.0,0,16,0.0,0.0,16.0
2014,5,gutierrez,0.0,0,17,0.0,0.0,17.0
2014,5,chilton,0.0,0,18,0.0,0.0,18.0
2014,5,kobayashi,0.0,0,19,0.0,0.0,19.0
2014,5,maldonado,0.0,0,20,0.0,0.0,20.0
2014,5,ericsson,0.0,0,21,0.0,0.0,21.0
2014,5,jules_bianchi,0.0,0,22,0.0,0.0,22.0
2014,6,rosberg,122.0,2,1,97.0,1.0,2.0
2014,6,hamilton,118.0,4,2,100.0,4.0,1.0
2014,6,alonso,61.0,0,3,49.0,0.0,3.0
2014,6,ricciardo,54.0,0,4,39.0,0.0,5.0
2014,6,hulkenberg,47.0,0,5,37.0,0.0,6.0
2014,6,vettel,45.0,0,6,45.0,0.0,4.0
2014,6,bottas,34.0,0,7,34.0,0.0,7.0
2014,6,button,31.0,0,8,23.0,0.0,8.0
2014,6,kevin_magnussen,21.0,0,9,20.0,0.0,9.0
2014,6,perez,20.0,0,10,20.0,0.0,10.0
2014,6,massa,18.0,0,11,12.0,0.0,12.0
2014,6,raikkonen,17.0,0,12,17.0,0.0,11.0
2014,6,grosjean,8.0,0,13,4.0,0.0,13.0
2014,6,vergne,4.0,0,14,4.0,0.0,14.0
2014,6,kvyat,4.0,0,15,4.0,0.0,15.0
2014,6,jules_bianchi,2.0,0,16,0.0,0.0,22.0
2014,6,ericsson,0.0,0,17,0.0,0.0,21.0
2014,6,sutil,0.0,0,18,0.0,0.0,16.0
2014,6,gutierrez,0.0,0,19,0.0,0.0,17.0
2014,6,chilton,0.0,0,20,0.0,0.0,18.0
2014,6,kobayashi,0.0,0,21,0.0,0.0,19.0
2014,6,maldonado,0.0,0,22,0.0,0.0,20.0
2014,7,rosberg,140.0,2,1,122.0,2.0,1.0
2014,7,hamilton,118.0,4,2,118.0,4.0,2.0
2014,7,ricciardo,79.0,1,3,54.0,0.0,4.0
2014,7,alonso,69.0,0,4,61.0,0.0,3.0
2014,7,vettel,60.0,0,5,45.0,0.0,6.0
2014,7,hulkenberg,57.0,0,6,47.0,0.0,5.0
2014,7,button,43.0,0,7,31.0,0.0,8.0
2014,7,bottas,40.0,0,8,34.0,0.0,7.0
2014,7,kevin_magnussen,23.0,0,9,21.0,0.0,9.0
2014,7,perez,20.0,0,10,20.0,0.0,10.0
2014,7,massa,18.0,0,11,18.0,0.0,11.0
2014,7,raikkonen,18.0,0,12,17.0,0.0,12.0
2014,7,grosjean,8.0,0,13,8.0,0.0,13.0
2014,7,vergne,8.0,0,14,4.0,0.0,14.0
2014,7,kvyat,4.0,0,15,4.0,0.0,15.0
2014,7,jules_bianchi,2.0,0,16,2.0,0.0,16.0
2014,7,sutil,0.0,0,17,0.0,0.0,18.0
2014,7,ericsson,0.0,0,18,0.0,0.0,17.0
2014,7,gutierrez,0.0,0,19,0.0,0.0,19.0
2014,7,chilton,0.0,0,20,0.0,0.0,20.0
2014,7,kobayashi,0.0,0,21,0.0,0.0,21.0
2014,7,maldonado,0.0,0,22,0.0,0.0,22.0
2014,8,rosberg,165.0,3,1,140.0,2.0,1.0
2014,8,hamilton,136.0,4,2,118.0,4.0,2.0
2014,8,ricciardo,83.0,1,3,79.0,1.0,3.0
2014,8,alonso,79.0,0,4,69.0,0.0,4.0
2014,8,vettel,60.0,0,5,60.0,0.0,5.0
2014,8,hulkenberg,59.0,0,6,57.0,0.0,6.0
2014,8,bottas,55.0,0,7,40.0,0.0,8.0
2014,8,button,43.0,0,8,43.0,0.0,7.0
2014,8,massa,30.0,0,9,18.0,0.0,11.0
2014,8,kevin_magnussen,29.0,0,10,23.0,0.0,9.0
2014,8,perez,28.0,0,11,20.0,0.0,10.0
2014,8,raikkonen,19.0,0,12,18.0,0.0,12.0
2014,8,grosjean,8.0,0,13,8.0,0.0,13.0
2014,8,vergne,8.0,0,14,8.0,0.0,14.0
2014,8,kvyat,4.0,0,15,4.0,0.0,15.0
2014,8,jules_bianchi,2.0,0,16,2.0,0.0,16.0
2014,8,sutil,0.0,0,17,0.0,0.0,17.0
2014,8,ericsson,0.0,0,18,0.0,0.0,18.0
2014,8,maldonado,0.0,0,19,0.0,0.0,22.0
2014,8,gutierrez,0.0,0,20,0.0,0.0,19.0
2014,8,chilton,0.0,0,21,0.0,0.0,20.0
2014,8,kobayashi,0.0,0,22,0.0,0.0,21.0
2014,9,rosberg,165.0,3,1,165.0,3.0,1.0
2014,9,hamilton,161.0,5,2,136.0,4.0,2.0
2014,9,ricciardo,98.0,1,3,83.0,1.0,3.0
2014,9,alonso,87.0,0,4,79.0,0.0,4.0
2014,9,bottas,73.0,0,5,55.0,0.0,7.0
2014,9,vettel,70.0,0,6,60.0,0.0,5.0
2014,9,hulkenberg,63.0,0,7,59.0,0.0,6.0
2014,9,button,55.0,0,8,43.0,0.0,8.0
2014,9,kevin_magnussen,35.0,0,9,29.0,0.0,10.0
2014,9,massa,30.0,0,10,30.0,0.0,9.0
2014,9,perez,28.0,0,11,28.0,0.0,11.0
2014,9,raikkonen,19.0,0,12,19.0,0.0,12.0
2014,9,vergne,9.0,0,13,8.0,0.0,14.0
2014,9,grosjean,8.0,0,14,8.0,0.0,13.0
2014,9,kvyat,6.0,0,15,4.0,0.0,15.0
2014,9,jules_bianchi,2.0,0,16,2.0,0.0,16.0
2014,9,sutil,0.0,0,17,0.0,0.0,17.0
2014,9,ericsson,0.0,0,18,0.0,0.0,18.0
2014,9,maldonado,0.0,0,19,0.0,0.0,19.0
2014,9,gutierrez,0.0,0,20,0.0,0.0,20.0
2014,9,chilton,0.0,0,21,0.0,0.0,21.0
2014,9,kobayashi,0.0,0,22,0.0,0.0,22.0
2014,10,rosberg,190.0,4,1,165.0,3.0,1.0
2014,10,hamilton,176.0,5,2,161.0,5.0,2.0
2014,10,ricciardo,106.0,1,3,98.0,1.0,3.0
2014,10,alonso,97.0,0,4,87.0,0.0,4.0
2014,10,bottas,91.0,0,5,73.0,0.0,5.0
2014,10,vettel,82.0,0,6,70.0,0.0,6.0
2014,10,hulkenberg,69.0,0,7,63.0,0.0,7.0
2014,10,button,59.0,0,8,55.0,0.0,8.0
2014,10,kevin_magnussen,37.0,0,9,35.0,0.0,9.0
2014,10,massa,30.0,0,10,30.0,0.0,10.0
2014,10,perez,29.0,0,11,28.0,0.0,11.0
2014,10,raikkonen,19.0,0,12,19.0,0.0,12.0
2014,10,vergne,9.0,0,13,9.0,0.0,13.0
2014,10,grosjean,8.0,0,14,8.0,0.0,14.0
2014,10,kvyat,6.0,0,15,6.0,0.0,15.0
2014,10,jules_bianchi,2.0,0,16,2.0,0.0,16.0
2014,10,sutil,0.0,0,17,0.0,0.0,17.0
2014,10,ericsson,0.0,0,18,0.0,0.0,18.0
2014,10,maldonado,0.0,0,19,0.0,0.0,19.0
2014,10,gutierrez,0.0,0,20,0.0,0.0,20.0
2014,10,chilton,0.0,0,21,0.0,0.0,21.0
2014,10,kobayashi,0.0,0,22,0.0,0.0,22.0
2014,11,rosberg,202.0,4,1,190.0,4.0,1.0
2014,11,hamilton,191.0,5,2,176.0,5.0,2.0
2014,11,ricciardo,131.0,2,3,106.0,1.0,3.0
2014,11,alonso,115.0,0,4,97.0,0.0,4.0
2014,11,bottas,95.0,0,5,91.0,0.0,5.0
2014,11,vettel,88.0,0,6,82.0,0.0,6.0
2014,11,hulkenberg,69.0,0,7,69.0,0.0,7.0
2014,11,button,60.0,0,8,59.0,0.0,8.0
2014,11,massa,40.0,0,9,30.0,0.0,10.0
2014,11,kevin_magnussen,37.0,0,10,37.0,0.0,9.0
2014,11,perez,29.0,0,11,29.0,0.0,11.0
2014,11,raikkonen,27.0,0,12,19.0,0.0,12.0
2014,11,vergne,11.0,0,13,9.0,0.0,13.0
2014,11,grosjean,8.0,0,14,8.0,0.0,14.0
2014,11,kvyat,6.0,0,15,6.0,0.0,15.0
2014,11,jules_bianchi,2.0,0,16,2.0,0.0,16.0
2014,11,sutil,0.0,0,17,0.0,0.0,17.0
2014,11,ericsson,0.0,0,18,0.0,0.0,18.0
2014,11,maldonado,0.0,0,19,0.0,0.0,19.0
2014,11,gutierrez,0.0,0,20,0.0,0.0,20.0
2014,11,chilton,0.0,0,21,0.0,0.0,21.0
2014,11,kobayashi,0.0,0,22,0.0,0.0,22.0
2014,12,rosberg,220.0,4,1,202.0,4.0,1.0
2014,12,hamilton,191.0,5,2,191.0,5.0,2.0
2014,12,ricciardo,156.0,3,3,131.0,2.0,3.0
2014,12,alonso,121.0,0,4,115.0,0.0,4.0
2014,12,bottas,110.0,0,5,95.0,0.0,5.0
2014,12,vettel,98.0,0,6,88.0,0.0,6.0
2014,12,hulkenberg,70.0,0,7,69.0,0.0,7.0
2014,12,button,68.0,0,8,60.0,0.0,8.0
2014,12,massa,40.0,0,9,40.0,0.0,9.0
2014,12,raikkonen,39.0,0,10,27.0,0.0,12.0
2014,12,kevin_magnussen,37.0,0,11,37.0,0.0,10.0
2014,12,perez,33.0,0,12,29.0,0.0,11.0
2014,12,vergne,11.0,0,13,11.0,0.0,13.0
2014,12,grosjean,8.0,0,14,8.0,0.0,14.0
2014,12,kvyat,8.0,0,15,6.0,0.0,15.0
2014,12,jules_bianchi,2.0,0,16,2.0,0.0,16.0
2014,12,sutil,0.0,0,17,0.0,0.0,17.0
2014,12,ericsson,0.0,0,18,0.0,0.0,18.0
2014,12,maldonado,0.0,0,19,0.0,0.0,19.0
2014,12,gutierrez,0.0,0,20,0.0,0.0,20.0
2014,12,chilton,0.0,0,21,0.0,0.0,21.0
2014,12,kobayashi,0.0,0,22,0.0,0.0,22.0
2014,12,lotterer,0.0,0,23,0.0,0.0,0.0
2014,13,rosberg,238.0,4,1,220.0,4.0,1.0
2014,13,hamilton,216.0,6,2,191.0,5.0,2.0
2014,13,ricciardo,166.0,3,3,156.0,3.0,3.0
2014,13,bottas,122.0,0,4,110.0,0.0,5.0
2014,13,alonso,121.0,0,5,121.0,0.0,4.0
2014,13,vettel,106.0,0,6,98.0,0.0,6.0
2014,13,button,72.0,0,7,68.0,0.0,8.0
2014,13,hulkenberg,70.0,0,8,70.0,0.0,7.0
2014,13,massa,55.0,0,9,40.0,0.0,9.0
2014,13,raikkonen,41.0,0,10,39.0,0.0,10.0
2014,13,perez,39.0,0,11,33.0,0.0,12.0
2014,13,kevin_magnussen,38.0,0,12,37.0,0.0,11.0
2014,13,vergne,11.0,0,13,11.0,0.0,13.0
2014,13,grosjean,8.0,0,14,8.0,0.0,14.0
2014,13,kvyat,8.0,0,15,8.0,0.0,15.0
2014,13,jules_bianchi,2.0,0,16,2.0,0.0,16.0
2014,13,sutil,0.0,0,17,0.0,0.0,17.0
2014,13,ericsson,0.0,0,18,0.0,0.0,18.0
2014,13,maldonado,0.0,0,19,0.0,0.0,19.0
2014,13,gutierrez,0.0,0,20,0.0,0.0,20.0
2014,13,chilton,0.0,0,21,0.0,0.0,21.0
2014,13,kobayashi,0.0,0,22,0.0,0.0,22.0
2014,13,lotterer,0.0,0,23,0.0,0.0,23.0
2014,14,hamilton,241.0,7,1,216.0,6.0,2.0
2014,14,rosberg,238.0,4,2,238.0,4.0,1.0
2014,14,ricciardo,181.0,3,3,166.0,3.0,3.0
2014,14,alonso,133.0,0,4,121.0,0.0,5.0
2014,14,vettel,124.0,0,5,106.0,0.0,6.0
2014,14,bottas,122.0,0,6,122.0,0.0,4.0
2014,14,button,72.0,0,7,72.0,0.0,7.0
2014,14,hulkenberg,72.0,0,8,70.0,0.0,8.0
2014,14,massa,65.0,0,9,55.0,0.0,9.0
2014,14,perez,45.0,0,10,39.0,0.0,11.0
2014,14,raikkonen,45.0,0,11,41.0,0.0,10.0
2014,14,kevin_magnussen,39.0,0,12,38.0,0.0,12.0
2014,14,vergne,19.0,0,13,11.0,0.0,13.0
2014,14,grosjean,8.0,0,14,8.0,0.0,14.0
2014,14,kvyat,8.0,0,15,8.0,0.0,15.0
2014,14,jules_bianchi,2.0,0,16,2.0,0.0,16.0
2014,14,sutil,0.0,0,17,0.0,0.0,17.0
2014,14,ericsson,0.0,0,18,0.0,0.0,18.0
2014,14,maldonado,0.0,0,19,0.0,0.0,19.0
2014,14,gutierrez,0.0,0,20,0.0,0.0,20.0
2014,14,chilton,0.0,0,21,0.0,0.0,21.0
2014,14,kobayashi,0.0,0,22,0.0,0.0,22.0
2014,14,lotterer,0.0,0,23,0.0,0.0,23.0
2014,15,hamilton,266.0,8,1,241.0,7.0,1.0
2014,15,rosberg,256.0,4,2,238.0,4.0,2.0
2014,15,ricciardo,193.0,3,3,181.0,3.0,3.0
2014,15,vettel,139.0,0,4,124.0,0.0,5.0
2014,15,alonso,133.0,0,5,133.0,0.0,4.0
2014,15,bottas,130.0,0,6,122.0,0.0,6.0
2014,15,button,82.0,0,7,72.0,0.0,7.0
2014,15,hulkenberg,76.0,0,8,72.0,0.0,8.0
2014,15,massa,71.0,0,9,65.0,0.0,9.0
2014,15,perez,46.0,0,10,45.0,0.0,10.0
2014,15,raikkonen,45.0,0,11,45.0,0.0,11.0
2014,15,kevin_magnussen,39.0,0,12,39.0,0.0,12.0
2014,15,vergne,21.0,0,13,19.0,0.0,13.0
2014,15,grosjean,8.0,0,14,8.0,0.0,14.0
2014,15,kvyat,8.0,0,15,8.0,0.0,15.0
2014,15,jules_bianchi,2.0,0,16,2.0,0.0,16.0
2014,15,sutil,0.0,0,17,0.0,0.0,17.0
2014,15,ericsson,0.0,0,18,0.0,0.0,18.0
2014,15,maldonado,0.0,0,19,0.0,0.0,19.0
2014,15,gutierrez,0.0,0,20,0.0,0.0,20.0
2014,15,chilton,0.0,0,21,0.0,0.0,21.0
2014,15,kobayashi,0.0,0,22,0.0,0.0,22.0
2014,15,lotterer,0.0,0,23,0.0,0.0,23.0
2014,16,hamilton,291.0,9,1,266.0,8.0,1.0
2014,16,rosberg,274.0,4,2,256.0,4.0,2.0
2014,16,ricciardo,199.0,3,3,193.0,3.0,3.0
2014,16,bottas,145.0,0,4,130.0,0.0,6.0
2014,16,vettel,143.0,0,5,139.0,0.0,4.0
2014,16,alonso,141.0,0,6,133.0,0.0,5.0
2014,16,button,94.0,0,7,82.0,0.0,7.0
2014,16,hulkenberg,76.0,0,8,76.0,0.0,8.0
2014,16,massa,71.0,0,9,71.0,0.0,9.0
2014,16,kevin_magnussen,49.0,0,10,39.0,0.0,12.0
2014,16,perez,47.0,0,11,46.0,0.0,10.0
2014,16,raikkonen,47.0,0,12,45.0,0.0,11.0
2014,16,vergne,21.0,0,13,21.0,0.0,13.0
2014,16,grosjean,8.0,0,14,8.0,0.0,14.0
2014,16,kvyat,8.0,0,15,8.0,0.0,15.0
2014,16,jules_bianchi,2.0,0,16,2.0,0.0,16.0
2014,16,sutil,0.0,0,17,0.0,0.0,17.0
2014,16,ericsson,0.0,0,18,0.0,0.0,18.0
2014,16,maldonado,0.0,0,19,0.0,0.0,19.0
2014,16,gutierrez,0.0,0,20,0.0,0.0,20.0
2014,16,chilton,0.0,0,21,0.0,0.0,21.0
2014,16,kobayashi,0.0,0,22,0.0,0.0,22.0
2014,16,lotterer,0.0,0,23,0.0,0.0,23.0
2014,17,hamilton,316.0,10,1,291.0,9.0,1.0
2014,17,rosberg,292.0,4,2,274.0,4.0,2.0
2014,17,ricciardo,214.0,3,3,199.0,3.0,3.0
2014,17,bottas,155.0,0,4,145.0,0.0,4.0
2014,17,vettel,149.0,0,5,143.0,0.0,5.0
2014,17,alonso,149.0,0,6,141.0,0.0,6.0
2014,17,button,94.0,0,7,94.0,0.0,7.0
2014,17,massa,83.0,0,8,71.0,0.0,9.0
2014,17,hulkenberg,76.0,0,9,76.0,0.0,8.0
2014,17,kevin_magnussen,53.0,0,10,49.0,0.0,10.0
2014,17,perez,47.0,0,11,47.0,0.0,11.0
2014,17,raikkonen,47.0,0,12,47.0,0.0,12.0
2014,17,vergne,22.0,0,13,21.0,0.0,13.0
2014,17,grosjean,8.0,0,14,8.0,0.0,14.0
2014,17,kvyat,8.0,0,15,8.0,0.0,15.0
2014,17,maldonado,2.0,0,16,0.0,0.0,19.0
2014,17,jules_bianchi,2.0,0,17,2.0,0.0,16.0
2014,17,sutil,0.0,0,18,0.0,0.0,17.0
2014,17,ericsson,0.0,0,19,0.0,0.0,18.0
2014,17,gutierrez,0.0,0,20,0.0,0.0,20.0
2014,17,chilton,0.0,0,21,0.0,0.0,21.0
2014,17,kobayashi,0.0,0,22,0.0,0.0,22.0
2014,17,lotterer,0.0,0,23,0.0,0.0,23.0
2014,18,hamilton,334.0,10,1,316.0,10.0,1.0
2014,18,rosberg,317.0,5,2,292.0,4.0,2.0
2014,18,ricciardo,214.0,3,3,214.0,3.0,3.0
2014,18,vettel,159.0,0,4,149.0,0.0,5.0
2014,18,alonso,157.0,0,5,149.0,0.0,6.0
2014,18,bottas,156.0,0,6,155.0,0.0,4.0
2014,18,button,106.0,0,7,94.0,0.0,7.0
2014,18,massa,98.0,0,8,83.0,0.0,8.0
2014,18,hulkenberg,80.0,0,9,76.0,0.0,9.0
2014,18,kevin_magnussen,55.0,0,10,53.0,0.0,10.0
2014,18,raikkonen,53.0,0,11,47.0,0.0,12.0
2014,18,perez,47.0,0,12,47.0,0.0,11.0
2014,18,vergne,22.0,0,13,22.0,0.0,13.0
2014,18,grosjean,8.0,0,14,8.0,0.0,14.0
2014,18,kvyat,8.0,0,15,8.0,0.0,15.0
2014,18,maldonado,2.0,0,16,2.0,0.0,16.0
2014,18,jules_bianchi,2.0,0,17,2.0,0.0,17.0
2014,18,sutil,0.0,0,18,0.0,0.0,18.0
2014,18,ericsson,0.0,0,19,0.0,0.0,19.0
2014,18,gutierrez,0.0,0,20,0.0,0.0,20.0
2014,18,chilton,0.0,0,21,0.0,0.0,21.0
2014,18,kobayashi,0.0,0,22,0.0,0.0,22.0
2014,18,lotterer,0.0,0,23,0.0,0.0,23.0
2014,19,hamilton,384.0,11,1,334.0,10.0,1.0
2014,19,rosberg,317.0,5,2,317.0,5.0,2.0
2014,19,ricciardo,238.0,3,3,214.0,3.0,3.0
2014,19,bottas,186.0,0,4,156.0,0.0,6.0
2014,19,vettel,167.0,0,5,159.0,0.0,4.0
2014,19,alonso,161.0,0,6,157.0,0.0,5.0
2014,19,massa,134.0,0,7,98.0,0.0,8.0
2014,19,button,126.0,0,8,106.0,0.0,7.0
2014,19,hulkenberg,96.0,0,9,80.0,0.0,9.0
2014,19,perez,59.0,0,10,47.0,0.0,12.0
2014,19,kevin_magnussen,55.0,0,11,55.0,0.0,10.0
2014,19,raikkonen,55.0,0,12,53.0,0.0,11.0
2014,19,vergne,22.0,0,13,22.0,0.0,13.0
2014,19,grosjean,8.0,0,14,8.0,0.0,14.0
2014,19,kvyat,8.0,0,15,8.0,0.0,15.0
2014,19,maldonado,2.0,0,16,2.0,0.0,16.0
2014,19,jules_bianchi,2.0,0,17,2.0,0.0,17.0
2014,19,sutil,0.0,0,18,0.0,0.0,18.0
2014,19,ericsson,0.0,0,19,0.0,0.0,19.0
2014,19,gutierrez,0.0,0,20,0.0,0.0,20.0
2014,19,chilton,0.0,0,21,0.0,0.0,21.0
2014,19,kobayashi,0.0,0,22,0.0,0.0,22.0
2014,19,stevens,0.0,0,23,0.0,0.0,0.0
2014,19,lotterer,0.0,0,24,0.0,0.0,23.0
2015,1,hamilton,25.0,1,1,0.0,0.0,0.0
2015,1,rosberg,18.0,0,2,0.0,0.0,0.0
2015,1,vettel,15.0,0,3,0.0,0.0,0.0
2015,1,massa,12.0,0,4,0.0,0.0,0.0
2015,1,nasr,10.0,0,5,0.0,0.0,0.0
2015,1,ricciardo,8.0,0,6,0.0,0.0,0.0
2015,1,hulkenberg,6.0,0,7,0.0,0.0,0.0
2015,1,ericsson,4.0,0,8,0.0,0.0,0.0
2015,1,sainz,2.0,0,9,0.0,0.0,0.0
2015,1,perez,1.0,0,10,0.0,0.0,0.0
2015,1,button,0.0,0,11,0.0,0.0,0.0
2015,1,raikkonen,0.0,0,12,0.0,0.0,0.0
2015,1,max_verstappen,0.0,0,13,0.0,0.0,0.0
2015,1,grosjean,0.0,0,14,0.0,0.0,0.0
2015,1,maldonado,0.0,0,15,0.0,0.0,0.0
2015,1,kvyat,0.0,0,16,0.0,0.0,0.0
2015,1,kevin_magnussen,0.0,0,17,0.0,0.0,0.0
2015,1,bottas,0.0,0,18,0.0,0.0,0.0
2015,2,hamilton,43.0,1,1,25.0,1.0,1.0
2015,2,vettel,40.0,1,2,15.0,0.0,3.0
2015,2,rosberg,33.0,0,3,18.0,0.0,2.0
2015,2,massa,20.0,0,4,12.0,0.0,4.0
2015,2,raikkonen,12.0,0,5,0.0,0.0,12.0
2015,2,nasr,10.0,0,6,10.0,0.0,5.0
2015,2,bottas,10.0,0,7,0.0,0.0,18.0
2015,2,ricciardo,9.0,0,8,8.0,0.0,6.0
2015,2,hulkenberg,6.0,0,9,6.0,0.0,7.0
2015,2,max_verstappen,6.0,0,10,0.0,0.0,13.0
2015,2,sainz,6.0,0,11,2.0,0.0,9.0
2015,2,ericsson,4.0,0,12,4.0,0.0,8.0
2015,2,kvyat,2.0,0,13,0.0,0.0,16.0
2015,2,perez,1.0,0,14,1.0,0.0,10.0
2015,2,grosjean,0.0,0,15,0.0,0.0,14.0
2015,2,button,0.0,0,16,0.0,0.0,11.0
2015,2,merhi,0.0,0,17,0.0,0.0,0.0
2015,2,maldonado,0.0,0,18,0.0,0.0,15.0
2015,2,kevin_magnussen,0.0,0,19,0.0,0.0,17.0
